Codigo,Descripcion,DAI,ISC,IVA,Nota_Referencia,Exento_IVA,Keywords_Sugeridas
0714.50.10.00.10,"RAÍCES DE YUCA (MANDIOCA), ARRURRUZ O SALEP, AGUATURMAS (PATACAS), CAMOTES (BATATAS, BONIATOS) Y RAÍCES Y TUBÉRCULOS SIMILARES RICOS EN FÉCULA O INULINA, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO TROCEADOS O EN PELLETS; MÉDULA DE SAGÚ > Frescas 37",0.15,0.0,0.15,,No,"Yuca, Arrurruz, Camote, Tubérculos, Fécula"
0714.50.10.00.90,"RAÍCES DE YUCA (MANDIOCA), ARRURRUZ O SALEP, AGUATURMAS (PATACAS), CAMOTES (BATATAS, BONIATOS) Y RAÍCES Y TUBÉRCULOS SIMILARES RICOS EN FÉCULA O INULINA, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO TROCEADOS O EN PELLETS; MÉDULA DE SAGÚ > Las demás",0.15,0.0,0.15,,No,"Yuca, Arrurruz, Camote, Tubérculos, Fécula"
0714.50.90.00.00,"RAÍCES DE YUCA (MANDIOCA), ARRURRUZ O SALEP, AGUATURMAS (PATACAS), CAMOTES (BATATAS, BONIATOS) Y RAÍCES Y TUBÉRCULOS SIMILARES RICOS EN FÉCULA O INULINA, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO TROCEADOS O EN PELLETS; MÉDULA DE SAGÚ > Otras",0.15,0.0,0.15,,No,"yuca, mandioca, arrurruz, camote, tubérculos"
0714.90.00.00.00,"RAÍCES DE YUCA (MANDIOCA), ARRURRUZ O SALEP, AGUATURMAS (PATACAS), CAMOTES (BATATAS, BONIATOS) Y RAÍCES Y TUBÉRCULOS SIMILARES RICOS EN FÉCULA O INULINA, FRESCOS, REFRIGERADOS, CONGELADOS O SECOS, INCLUSO TROCEADOS O EN PELLETS; MÉDULA DE SAGÚ > Los demás _______________ 38",0.15,0.0,0.15,,No,"tubérculos, raíces comestibles, féculas, productos agrícolas, alimentos congelados"
0801.11.00.00.00,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Secos",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Cocos, Anacardos, Merengue"
0801.12.00.00.00,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con la cáscara interna (endocarpio)",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Cocos, Anacardos, Merengue"
0801.19.00.00.00,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Los demás",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Cocos, Anacardos, Merengue"
0801.21.00.00.00,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con cáscara",0.0,0.0,0.0,,No,"Cocos, nueces, anacardos, frutos secos, comercio exterior"
0801.22.00.00.00,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Sin cáscara",0.0,0.0,0.0,,No,"Cocos, nueces, anacardos, marañones, frutos secos"
0801.31.00.00.10,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Frescos",0.0,0.0,0.0,,No,"Cocos, nueces, anacardos, marañón, frutos secos"
0801.31.00.00.90,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Los demás",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Cocos, Anacardos, Merengues"
0801.32.00.00.10,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Frescos",0.0,0.0,0.0,,No,"Cocos, nueces, anacardos, marañón, frutos secos"
0801.32.00.00.90,"COCOS, NUECES DEL BRASIL Y NUECES DE MARAÑÓN (MEREY, CAJUIL, ANACARDO, CAJÚ), FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Los demás",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Cocos, Anacardos, Merengues"
0802.11.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con cáscara",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Almendras, Castañas, Frutos de cáscara"
0802.12.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Sin cáscara",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Almendras, Frutos deshidratados, Frutos pelados"
0802.21.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con cáscara",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Almendras, Frutos de cáscara, Frutos secos con cáscara"
0802.22.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Sin cáscara",0.0,0.0,0.0,,No,"Frutos secos, Nueces, Almendras, Frutos deshidratados, Snacks saludables"
0802.31.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con cáscara 39",0.0,0.0,0.0,,No,"nueces, almendras, avellanas, frutos secos, castañas"
0802.32.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Sin cáscara",0.15,0.0,0.01,,No,"Frutos secos, Nueces, Almendras, Frutos deshidratados, Frutos pelados"
0802.41.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con cáscara",0.15,0.15,0.15,,No,"Frutos secos, Nueces, Almendras, Frutos de cáscara, Frutos secos con cáscara"
0802.42.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Sin cáscara",0.15,0.15,0.01,,No,"Frutos secos, Nueces, Almendras, Frutos deshidratados, Frutos pelados"
0802.51.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con cáscara",0.0,0.15,0.15,,No,"Frutos secos, Nueces, Almendras, Castañas, Frutos de cáscara"
0802.52.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Sin cáscara",0.0,0.15,0.15,,No,"Frutos secos, Nueces, Almendras, Frutos deshidratados, Snacks saludables"
0802.61.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Con cáscara",0.15,0.1,0.15,,No,"Frutos secos, Nueces, Almendras, Frutos de cáscara, Frutos secos con cáscara"
0802.62.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Sin cáscara",0.15,0.1,0.15,,No,"Frutos secos, Nueces, Almendras, Frutos deshidratados, Frutos pelados"
0802.70.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Nueces de cola (Cola spp.)",0.15,0.15,0.15,,No,"Frutos secos, Nueces, Frutos de cáscara, Frutos secos frescos, Frutos secos mondados"
0802.80.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Nueces de areca",0.15,0.15,0.01,,No,"Frutos secos, Nueces, Frutos de cáscara, Frutos secos comestibles, Frutos tropicales"
0802.91.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Piñones con cáscara",0.15,0.0,0.15,,No,"Frutos secos, Piñones, Nueces, Semillas, Frutos de cáscara"
0802.92.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Piñones sin cáscara",0.15,0.0,0.15,,No,"Frutos secos, Piñones, Nueces, Semillas, Frutos de cáscara"
0802.99.00.00.00,"LOS DEMÁS FRUTOS DE CÁSCARA FRESCOS O SECOS, INCLUSO SIN CÁSCARA O MONDADOS > Los demás",0.15,0.0,0.01,,No,"Frutos secos, Frutos de cáscara, Nueces, Almendras, Frutos deshidratados"
0803.10.00.00.11,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Orgánicos",0.15,0.0,0.0,,Sí,"Frutas, Plátanos, Orgánicos, Alimentos, Comercio exterior"
0803.10.00.00.19,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Los demás",0.15,0.0,0.0,,Sí,"Frutas, Plátanos, Plátanos secos, Bananas frescas, Comercio de frutas"
0803.10.00.00.91,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Orgánicos",0.15,0.0,0.15,,No,"Frutas, Plátanos, Orgánicos, Alimentos, Comercio exterior"
0803.10.00.00.99,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Los demás",0.15,0.0,0.15,,No,"Frutas tropicales, Plátanos, Bananas frescas, Plátanos secos, Comercio de frutas"
0803.90.11.00.10,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Orgánicas",0.15,0.0,0.0,,Sí,"Frutas, Plátanos, Orgánicos, Alimentos, Comercio exterior"
0803.90.11.00.90,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Los demás",0.15,0.0,0.0,,Sí,"Frutas tropicales, Plátanos, Bananas frescas, Plátanos secos, Comercio de frutas"
0803.90.12.00.10,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Orgánicas",0.15,0.1,0.15,,No,"Frutas, Plátanos, Orgánicos, Alimentos, Comercio exterior"
0803.90.12.00.90,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Los demás",0.15,0.1,0.01,,No,"Frutas tropicales, Plátanos, Bananas frescas, Plátanos secos, Productos agrícolas"
0803.90.90.00.10,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Orgánicas",0.15,0.0,0.15,,No,"Frutas, Plátanos, Orgánicos, Alimentos, Comercio exterior"
0803.90.90.00.90,"BANANAS, INCLUIDOS LOS PLÁTANOS PLANTAINS, FRESCOS O SECOS > Los demás",0.15,0.0,0.01,,No,"Frutas, Plátanos, Plátanos secos, Bananas frescas, Comercio de frutas"
0804.10.00.00.00,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Dátiles",0.15,0.0,0.15,,No,"Frutas secas, Frutas frescas, Productos tropicales, Frutas exóticas, Alimentos saludables"
0804.20.00.00.00,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Higos",0.15,0.0,0.15,,No,"Frutas secas, Frutas frescas, Productos agrícolas, Alimentos naturales, Frutas tropicales"
0804.30.00.00.11,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Orgánicas",0.15,0.0,0.15,,No,"Frutas orgánicas, Productos agrícolas, Frutas secas, Frutas frescas, Alimentos saludables"
0804.30.00.00.19,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Los demás",0.15,0.0,0.15,,No,"Frutas exóticas, Frutas secas, Frutas frescas, Productos agrícolas, Importación de frutas"
0804.30.00.00.91,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Orgánicas",0.15,0.0,0.15,,No,"Frutas orgánicas, Frutas secas, Frutas frescas, Productos agrícolas, Alimentos saludables"
0804.30.00.00.99,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Los demás",0.15,0.0,0.15,,No,"Frutas exóticas, Frutas secas, Frutas frescas, Productos agrícolas, Importación de frutas"
0804.40.00.00.00,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Aguacates (paltas)",0.15,0.0,0.15,,No,"Aguacates, Paltas, Frutas frescas, Frutas secas, Comercio de frutas"
0804.50.10.00.10,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Orgánicos",0.15,0.0,0.15,,No,"Frutas orgánicas, Productos frescos, Frutas secas, Alimentos saludables, Frutas tropicales"
0804.50.10.00.90,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Los demás",0.15,0.0,0.01,,No,"Frutas exóticas, Frutas secas, Frutas frescas, Productos agrícolas, Importación de frutas"
0804.50.20.00.10,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Guayabas frescas",0.0,0.0,0.0,,No,"Frutas tropicales, Productos agrícolas, Frutas frescas, Frutas exóticas, Frutas secas"
0804.50.20.00.90,"DÁTILES, HIGOS, PIÑAS (ANANÁS), AGUACATES (PALTAS), GUAYABAS, MANGOS Y MANGOSTANES, FRESCOS O SECOS > Los demás",0.0,0.0,0.0,,No,"Frutas exóticas, Frutas secas, Frutas frescas, Productos agrícolas, Importación de frutas"
0805.10.00.00.10,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Frescas,0.0,0.0,0.0,,No,"Cítricos, Frutas, Naranjas, Limones, Mandarinas"
0805.10.00.00.90,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Las demás,0.0,0.0,0.0,,No,"Cítricos, Frutas, Agrícolas, Productos frescos, Exportación"
0805.21.00.00.10,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Frescas,0.0,0.0,0.0,,No,"Cítricos, Frutas, Naranjas, Limones, Mandarinas"
0805.21.00.00.90,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Las demás,0.0,0.0,0.0,,No,"Cítricos, Frutas, Agrícolas, Productos frescos, Exportación"
0805.22.00.00.10,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Frescas,0.0,0.0,0.0,,No,"Cítricos, Frutas, Naranjas, Limones, Mandarinas"
0805.22.00.00.90,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Las demás,0.0,0.0,0.0,,No,"Cítricos, Frutas, Agrícolas, Productos frescos, Exportación"
0805.29.00.00.10,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Frescas,0.0,0.0,0.0,,No,"Cítricos, Frutas, Naranjas, Limones, Mandarinas"
0805.29.00.00.90,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Las demás,0.0,0.0,0.0,,No,"Cítricos, Frutas, Agrícolas, Productos frescos, Comercio exterior"
0805.40.00.00.10,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Frescas,0.0,0.0,0.0,,No,"Cítricos, Frutas, Naranjas, Limones, Mandarinas"
0805.40.00.00.90,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Las demás,0.0,0.0,0.0,,No,"Cítricos, Frutas, Agrícolas, Productos frescos, Exportación"
0805.50.00.00.10,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Frescos,0.0,0.0,0.0,,No,"Cítricos, Frutas, Naranjas, Limones, Mandarinas"
0805.50.00.00.90,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Los demás,0.0,0.0,0.0,,No,"Cítricos, Frutas, Agrícolas, Productos frescos, Comercio exterior"
0805.90.00.00.00,AGRIOS (CÍTRICOS) FRESCOS O SECOS > Los demás,0.0,0.0,0.0,,No,"Cítricos, Frutas, Agrícolas, Productos frescos, Exportación"
0806.10.00.00.00,"UVAS, FRESCAS O SECAS, INCLUIDAS LAS PASAS > Frescas",0.0,0.0,0.0,,No,"uvas frescas, uvas secas, pasas, frutas, comercio agrícola"
0806.20.00.00.00,"UVAS, FRESCAS O SECAS, INCLUIDAS LAS PASAS > Secas, incluidas las pasas",0.0,0.0,0.0,,No,"Uvas secas, Pasas, Frutas deshidratadas, Uvas deshidratadas, Snacks saludables"
0807.11.00.00.00,"MELONES, SANDIAS Y PAPAYAS, FRESCOS > Sandías",0.0,0.0,0.0,,No,"Frutas frescas, Productos agrícolas, Sandías frescas, Frutas tropicales, Alimentos perecederos"
0807.19.00.00.00,"MELONES, SANDIAS Y PAPAYAS, FRESCOS > Los demás",0.0,0.0,0.0,,No,"Frutas frescas, Productos agrícolas, Frutas tropicales, Importación de frutas, Comercio de frutas"
0807.20.00.00.00,"MELONES, SANDIAS Y PAPAYAS, FRESCOS > Papayas",0.0,0.0,0.0,,No,"Frutas tropicales, Productos agrícolas, Frutas frescas, Exportación de frutas, Comercio de papayas"
0808.10.00.00.00,"MANZANAS, PERAS Y MEMBRILLOS, FRESCOS > Manzanas",0.0,0.0,0.0,,No,"Frutas frescas, Manzanas frescas, Productos agrícolas, Frutas de temporada, Frutas importadas"
0808.30.00.00.00,"MANZANAS, PERAS Y MEMBRILLOS, FRESCOS > Peras",0.0,0.0,0.0,,No,"Frutas frescas, Peras frescas, Productos agrícolas, Frutas de temporada, Comercio de frutas"
0808.40.00.00.00,"MANZANAS, PERAS Y MEMBRILLOS, FRESCOS > Membrillos",0.0,0.0,0.0,,No,"Frutas frescas, Productos agrícolas, Membrillos frescos, Frutas de temporada, Comercio de frutas"
0809.10.00.00.00,"ALBARICOQUES (DAMASCOS, CHABACANOS), CEREZAS, MELOCOTONES (DURAZNOS) (INCLUIDOS LOS GRIÑONES Y NECTARINAS), CIRUELAS Y ENDRINAS, FRESCOS > Albaricoques (damascos, chabacanos)",0.0,0.0,0.0,,No,"Frutas frescas, Albaricoques, Damascos, Chabacanos, Productos agrícolas"
0809.21.00.00.00,"ALBARICOQUES (DAMASCOS, CHABACANOS), CEREZAS, MELOCOTONES (DURAZNOS) (INCLUIDOS LOS GRIÑONES Y NECTARINAS), CIRUELAS Y ENDRINAS, FRESCOS > Guindas (cerezas ácidas) (Prunus cerasus)",0.0,0.0,0.0,,No,"Frutas frescas, Frutas de hueso, Frutas de temporada, Frutas tropicales, Frutas del huerto"
0809.29.00.00.00,"ALBARICOQUES (DAMASCOS, CHABACANOS), CEREZAS, MELOCOTONES (DURAZNOS) (INCLUIDOS LOS GRIÑONES Y NECTARINAS), CIRUELAS Y ENDRINAS, FRESCOS > Las demás",0.0,0.0,0.0,,No,"Frutas frescas, Albaricoques, Cerezos, Melocotones, Ciruelas"
0809.30.00.00.00,"ALBARICOQUES (DAMASCOS, CHABACANOS), CEREZAS, MELOCOTONES (DURAZNOS) (INCLUIDOS LOS GRIÑONES Y NECTARINAS), CIRUELAS Y ENDRINAS, FRESCOS > Melocotones (duraznos), incluidos los griñones y nectarinas",0.0,0.0,0.0,,No,"Frutas, Duraznos, Melocotones, Albaricoques, Cerezos"
0809.40.00.00.00,"ALBARICOQUES (DAMASCOS, CHABACANOS), CEREZAS, MELOCOTONES (DURAZNOS) (INCLUIDOS LOS GRIÑONES Y NECTARINAS), CIRUELAS Y ENDRINAS, FRESCOS > Ciruelas y endrinas",0.0,0.0,0.0,,No,"Frutas frescas, Ciruelas, Endrinas, Productos agrícolas, Frutas de temporada"
0810.10.00.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Fresas (frutillas)",0.0,0.0,0.0,,No,"Frutas frescas, Frutillas, Fresas, Productos agrícolas, Frutos frescos"
0810.20.00.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Frambuesas, zarzamoras, moras y moras-frambuesa",0.0,0.0,0.0,,No,"Frutas frescas, Frambuesas, Moras, Zarzamoras, Frutos del bosque"
0810.30.00.00.10,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Negras,(casis)",0.0,0.0,0.0,,No,"frutas frescas, frutos negros, grosellas, comercio de frutas, importación de frutas"
0810.30.00.00.90,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Las demás 41",0.0,0.0,0.0,,No,"Frutas frescas, Frutos frescos, Productos agrícolas, Alimentos frescos, Comercio de frutas"
0810.50.00.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Kiwis",0.0,0.15,0.15,,No,"Frutas frescas, Kiwis, Productos agrícolas, Frutas exóticas, Comercio de frutas"
0810.60.00.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Duriones",0.0,0.15,0.15,,No,"Frutas exóticas, Frutos frescos, Durian, Frutas tropicales, Comercio de frutas"
0810.70.00.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Caquis (persimonios)",0.0,0.15,0.01,,No,"Caquis, Persimonios, Frutas frescas, Frutos frescos, Comercio de frutas"
0810.90.10.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Guanábanas (Annona muricata)",0.0,0.15,0.15,,No,"Frutas frescas, Frutos tropicales, Guanábana, Frutas exóticas, Productos agrícolas"
0810.90.20.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Anonas (Annona squamosa)",0.0,0.15,0.15,,No,"Frutas frescas, Anonas, Frutos tropicales, Frutas exóticas, Comercio de frutas"
0810.90.30.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Maracuyá (Passiflora edulis var flavicarpa)",0.0,0.15,0.15,,No,"Frutas frescas, Maracuyá, Frutos tropicales, Productos agrícolas, Exportación de frutas"
0810.90.40.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Granadilla (Passiflora edulis var. sims)",0.0,0.15,0.01,,No,"Frutas frescas, Granadilla, Frutos tropicales, Frutas exóticas, Passiflora"
0810.90.51.00.10,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Orgánicas",0.0,0.15,0.15,,No,"Frutas orgánicas, Frutos frescos, Productos agrícolas, Alimentos orgánicos, Frutas naturales"
0810.90.51.00.90,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Las demás",0.0,0.15,0.01,,No,"Frutas frescas, Frutos frescos, Productos agrícolas, Frutas variadas, Frutos comestibles"
0810.90.52.00.10,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Orgánicas",0.0,0.15,0.15,,No,"Frutas orgánicas, Frutos frescos, Productos agrícolas, Alimentos naturales, Frutas ecológicas"
0810.90.52.00.90,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Los demás",0.0,0.15,0.01,,No,"Frutas frescas, Frutos frescos, Productos agrícolas, Frutas variadas, Frutas exóticas"
0810.90.53.00.10,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Orgánicas",0.0,0.15,0.15,,No,"Frutas orgánicas, Frutos frescos, Productos agrícolas, Alimentos orgánicos, Frutas naturales"
0810.90.53.00.90,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Los demás",0.0,0.15,0.15,,No,"Frutas frescas, Frutos frescos, Productos agrícolas, Frutas variadas, Frutas exóticas"
0810.90.54.00.10,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Orgánicas",0.0,0.15,0.15,,No,"Frutas orgánicas, Frutos frescos, Productos agrícolas, Alimentos orgánicos, Frutas naturales"
0810.90.54.00.90,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Los demás",0.0,0.15,0.15,,No,"Frutas frescas, Frutos frescos, Productos agrícolas, Frutas variadas, Frutas exóticas"
0810.90.70.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Rambután (Nephelium lappaceum)",0.0,0.15,0.15,,No,"Frutas exóticas, Rambután fresco, Frutos tropicales, Frutas importadas, Frutas frescas"
0810.90.90.00.00,"LAS DEMÁS FRUTAS U OTROS FRUTOS, FRESCOS > Otros",0.0,0.15,0.01,,No,"Frutas frescas, Frutos frescos, Productos agrícolas, Alimentos frescos, Frutas variadas"
0811.10.00.00.00,"FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, INCLUSO CON ADICIÓN DE AZÚCAR U OTRO EDULCORANTE > Fresas (frutillas)",0.0,0.15,0.15,,No,"Frutas congeladas, Fresas congeladas, Frutas procesadas, Frutas con azúcar, Frutas en conserva"
0811.20.00.00.00,"FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, INCLUSO CON ADICIÓN DE AZÚCAR U OTRO EDULCORANTE > Frambuesas, zarzamoras, moras y moras-frambuesa y grosellas",0.0,0.15,0.15,,No,"Frutas congeladas, Frutos rojos, Frutas procesadas, Frutas con azúcar, Frutas para postres"
0811.90.00.00.11,"FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, INCLUSO CON ADICIÓN DE AZÚCAR U OTRO EDULCORANTE > Orgánicos",0.0,0.15,0.15,,No,"Frutas congeladas, Frutos orgánicos, Frutas sin cocer, Frutas con azúcar, Frutas congeladas orgánicas"
0811.90.00.00.19,"FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, INCLUSO CON ADICIÓN DE AZÚCAR U OTRO EDULCORANTE > Los demás",0.0,0.15,0.15,,No,"Frutas congeladas, Frutos congelados, Frutas procesadas, Frutas en conserva, Frutas azucaradas"
0811.90.00.00.90,"FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, INCLUSO CON ADICIÓN DE AZÚCAR U OTRO EDULCORANTE > Otros",0.0,0.15,0.01,,No,"Frutas congeladas, Frutos congelados, Frutas procesadas, Frutas en conserva, Frutas azucaradas"
0812.10.10.00.00,"FRUTAS Y OTROS FRUTOS, CONSERVADOS PROVISIONALMENTE, PERO TODAVÍA IMPROPIOS, EN ESTE ESTADO, PARA CONSUMO INMEDIATO > Guindas",0.0,0.0,0.15,,No,"Frutas en conserva, Conservas de guindas, Frutas en almíbar, Productos frutales, Frutos enlatados"
